analysis,selection_denominator_n,outcome_observed_n,outcome_unobserved_n,outcome_unobserved_percent,triggered_gt20_percent_protocol_gate,events,event_rate,auroc,auprc,brier,scaled_brier,log_loss,calibration_in_the_large,calibration_slope,observed_expected_ratio,ici_equal_frequency,weight_truncation_lower,weight_truncation_upper,effective_sample_size,selection_model_l2,selection_model_converged,target_population,IPW_replaces_U0
unweighted_complete_outcome,7682,7319,363,4.725331944806044,0,1427,0.19497199070911328,0.710997321085781,0.38634182543169243,0.14254405932739492,0.09183260591847953,0.4510251002828817,0.21495118358870968,0.8793902827108098,1.1671908843303673,0.03677463244124558,,,7319.0,0.1,True,first pre-outcome-eligible stage2 operation per patient,0
IPW_1st_99th_truncated,7682,7319,363,4.725331944806044,0,1427,0.19532619185491387,0.7109796312633366,0.38685826593643863,0.14273115136527864,0.09189007821190476,0.45149261282019526,0.21553834900259972,0.8793112765877381,1.1675943986621338,0.03690432036211823,1.032329750286039,1.086897504609233,7318.351341095484,0.1,True,first pre-outcome-eligible stage2 operation per patient,0
