selection_denominator_n,observed_n,unobserved_n,unobserved_percent,selection_model_auroc,selection_model_converged,selection_model_iterations,raw_propensity_min,raw_propensity_p01,raw_propensity_p99,raw_propensity_max,propensity_min,propensity_median,propensity_max,propensity_clipped_low_n,propensity_clipped_high_n,observed_propensity_median,unobserved_propensity_median,raw_weight_p01,raw_weight_p99,truncated_weight_min,truncated_weight_median,truncated_weight_max,truncated_weight_coefficient_of_variation,effective_sample_size
7682,7319,363,4.725331944806044,0.6513741923075042,True,5,0.9074250782615602,0.9195935242005597,0.968630848810309,0.9747456612662542,0.9074250782615602,0.9543556532184767,0.9747456612662542,0,0,0.9544465928458312,0.9518078471369774,1.032329750286039,1.086897504609233,1.032329750286039,1.0477275601334006,1.086897504609233,0.009415236543146152,7318.351341095484
